2024-07-03 23:40:13.423 INFO  11248 --- [main] ElementInteractionUtils : Starting Test Suite: Login Tests
2024-07-04 17:06:09.337 INFO  7916 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (ae43d29d3821cacdb6e084d6f0d40d10)] -> xpath: //input[@id='host']]
2024-07-04 17:06:09.962 INFO  7916 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (ae43d29d3821cacdb6e084d6f0d40d10)] -> xpath: //button[@id='addEmailConfigButton']]
2024-07-04 17:06:10.217 INFO  7916 --- [main] AlertUtils : Toaster Text: Email: info@synergyconnect.in already exist..!
2024-07-04 17:06:20.290 ERROR 7916 --- [main] ElementInteractionUtils : Test Failed: pageRedirection
2024-07-04 17:06:20.475 INFO  7916 --- [main] ElementInteractionUtils : Screenshot captured for failed test: pageRedirection
2024-07-04 17:06:20.492 INFO  7916 --- [main] ElementInteractionUtils : Finishing Test Suite: Login Tests
2024-07-04 17:06:22.700 INFO  7916 --- [main] ElementInteractionUtils : Test report opened in browser: C:\Users\Abhijeet\git\SynergyWorks\extentReports\2024_07_04_17_05_37_extentReport.html
2024-07-04 17:19:51.662 INFO  10748 --- [main] ElementInteractionUtils : Starting Test Suite: Login Tests
2024-07-04 17:19:51.916 INFO  10748 --- [main] ElementInteractionUtils : ExtentReport initialized with SparkReporter
2024-07-04 17:19:51.955 INFO  10748 --- [main] ElementInteractionUtils : Starting Test: verifyLoginisworking
2024-07-04 17:19:51.994 INFO  10748 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)
2024-07-04 17:19:53.289 INFO  10748 --- [main] SynergyConnect : URL:https://test30.synergyapps.in
2024-07-04 17:19:54.445 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> id: username]
2024-07-04 17:19:54.712 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> id: password]
2024-07-04 17:20:11.787 INFO  10748 --- [main] ElementInteractionUtils : Clicked on element: Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Login']'
2024-07-04 17:20:11.961 INFO  10748 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //*[@id="app"]/div/div[1]/nav[1]/div[1]/div[1]/a/em]
2024-07-04 17:20:14.388 INFO  10748 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //*[@id="productworks"]]
2024-07-04 17:20:14.392 INFO  10748 --- [main] ElementInteractionUtils : Test Passed: verifyLoginisworking
2024-07-04 17:20:14.407 INFO  10748 --- [main] ElementInteractionUtils : Starting Test: pageRedirection
2024-07-04 17:20:14.419 INFO  10748 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)
2024-07-04 17:20:14.614 INFO  10748 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //span[contains(text(),'App Setup')]]
2024-07-04 17:20:15.479 INFO  10748 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //span[contains(text(),'Email Configuration')]]
2024-07-04 17:20:15.830 INFO  10748 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //*[@id="collapseBtn"]]
2024-07-04 17:20:15.903 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //input[@id='username']]
2024-07-04 17:20:16.245 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //input[@id='email']]
2024-07-04 17:20:16.625 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //input[@id='password']]
2024-07-04 17:20:17.026 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //select[@id='tls']]
2024-07-04 17:20:17.129 ERROR 10748 --- [main] ElementInteractionUtils : Unable to set text in webElement: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //select[@id='tls']]
2024-07-04 17:20:17.196 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //select[@id='tls']]
2024-07-04 17:20:17.524 INFO  10748 --- [main] ElementInteractionUtils : Successfully selected the value 'Yes' from the dropdown list: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //select[@id='tls']]
2024-07-04 17:20:17.586 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //input[@id='port']]
2024-07-04 17:20:17.953 INFO  10748 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //input[@id='host']]
2024-07-04 17:20:18.485 INFO  10748 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (37fb01cac41e2ed927252790ebe0e410)] -> xpath: //button[@id='addEmailConfigButton']]
2024-07-04 17:20:18.713 INFO  10748 --- [main] AlertUtils : Toaster Text: Email: info@synergyconnect.in already exist..!
2024-07-04 17:20:23.821 INFO  10748 --- [main] ElementInteractionUtils : Test Passed: pageRedirection
2024-07-04 17:20:23.826 INFO  10748 --- [main] ElementInteractionUtils : Finishing Test Suite: Login Tests
2024-07-04 17:20:25.623 INFO  10748 --- [main] ElementInteractionUtils : Test report opened in browser: C:\Users\Abhijeet\git\SynergyWorks\extentReports\2024_07_04_17_19_46_extentReport.html
2024-07-04 17:21:45.403 INFO  9224 --- [main] ElementInteractionUtils : Starting Test Suite: Login Tests
2024-07-04 17:21:45.853 INFO  9224 --- [main] ElementInteractionUtils : ExtentReport initialized with SparkReporter
2024-07-04 17:21:45.907 INFO  9224 --- [main] ElementInteractionUtils : Starting Test: verifyLoginisworking
2024-07-04 17:21:45.950 INFO  9224 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (4fde35706f525115dedffea1c0b2e684)
2024-07-04 17:21:47.394 INFO  9224 --- [main] SynergyConnect : URL:https://test30.synergyapps.in
2024-07-04 17:21:48.568 INFO  9224 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (4fde35706f525115dedffea1c0b2e684)] -> id: username]
2024-07-04 17:21:48.901 INFO  9224 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (4fde35706f525115dedffea1c0b2e684)] -> id: password]
2024-07-04 17:22:05.557 INFO  9224 --- [main] ElementInteractionUtils : Clicked on element: Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Login']'
2024-07-04 17:22:05.752 INFO  9224 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (4fde35706f525115dedffea1c0b2e684)] -> xpath: //*[@id="app"]/div/div[1]/nav[1]/div[1]/div[1]/a/em]
2024-07-04 17:22:08.317 INFO  9224 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (4fde35706f525115dedffea1c0b2e684)] -> xpath: //*[@id="productworks"]]
2024-07-04 17:22:08.321 INFO  9224 --- [main] ElementInteractionUtils : Test Passed: verifyLoginisworking
2024-07-04 17:22:08.335 INFO  9224 --- [main] ElementInteractionUtils : Starting Test: pageRedirection
2024-07-04 17:22:08.343 INFO  9224 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (4fde35706f525115dedffea1c0b2e684)
2024-07-04 17:22:08.509 INFO  9224 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (4fde35706f525115dedffea1c0b2e684)] -> xpath: //span[contains(text(),'App Setup')]]
2024-07-04 17:22:09.504 INFO  9224 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (4fde35706f525115dedffea1c0b2e684)] -> xpath: //span[contains(text(),'Email Configuration')]]
2024-07-04 17:22:14.649 INFO  9224 --- [main] ElementInteractionUtils : Test Passed: pageRedirection
2024-07-04 17:22:14.658 INFO  9224 --- [main] ElementInteractionUtils : Finishing Test Suite: Login Tests
2024-07-04 17:22:16.001 INFO  9224 --- [main] ElementInteractionUtils : Test report opened in browser: C:\Users\Abhijeet\git\SynergyWorks\extentReports\2024_07_04_17_21_40_extentReport.html
2024-07-04 17:26:31.887 INFO  11212 --- [main] ElementInteractionUtils : Starting Test Suite: Login Tests
2024-07-04 17:26:32.162 INFO  11212 --- [main] ElementInteractionUtils : ExtentReport initialized with SparkReporter
2024-07-04 17:26:32.209 INFO  11212 --- [main] ElementInteractionUtils : Starting Test: verifyLoginisworking
2024-07-04 17:26:32.244 INFO  11212 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (fa48f0b8b396b1dc081542695781af68)
2024-07-04 17:26:33.350 INFO  11212 --- [main] SynergyConnect : URL:https://test30.synergyapps.in
2024-07-04 17:26:34.563 INFO  11212 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (fa48f0b8b396b1dc081542695781af68)] -> id: username]
2024-07-04 17:26:34.816 INFO  11212 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (fa48f0b8b396b1dc081542695781af68)] -> id: password]
2024-07-04 17:26:52.036 INFO  11212 --- [main] ElementInteractionUtils : Clicked on element: Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Login']'
2024-07-04 17:26:52.283 INFO  11212 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (fa48f0b8b396b1dc081542695781af68)] -> xpath: //*[@id="app"]/div/div[1]/nav[1]/div[1]/div[1]/a/em]
2024-07-04 17:26:55.092 INFO  11212 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (fa48f0b8b396b1dc081542695781af68)] -> xpath: //*[@id="productworks"]]
2024-07-04 17:26:55.098 INFO  11212 --- [main] ElementInteractionUtils : Test Passed: verifyLoginisworking
2024-07-04 17:26:55.118 INFO  11212 --- [main] ElementInteractionUtils : Starting Test: pageRedirection
2024-07-04 17:26:55.129 INFO  11212 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (fa48f0b8b396b1dc081542695781af68)
2024-07-04 17:26:55.335 INFO  11212 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (fa48f0b8b396b1dc081542695781af68)] -> xpath: //span[contains(text(),'App Setup')]]
2024-07-04 17:26:56.201 INFO  11212 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (fa48f0b8b396b1dc081542695781af68)] -> xpath: //span[contains(text(),'Email Configuration')]]
2024-07-04 17:27:01.354 INFO  11212 --- [main] ElementInteractionUtils : Test Passed: pageRedirection
2024-07-04 17:27:01.357 INFO  11212 --- [main] ElementInteractionUtils : Finishing Test Suite: Login Tests
2024-07-04 17:27:02.547 INFO  11212 --- [main] ElementInteractionUtils : Test report opened in browser: C:\Users\Abhijeet\git\SynergyWorks\extentReports\2024_07_04_17_26_26_extentReport.html
2024-07-04 17:29:24.431 INFO  6828 --- [main] ElementInteractionUtils : Starting Test Suite: Login Tests
2024-07-04 17:29:24.690 INFO  6828 --- [main] ElementInteractionUtils : ExtentReport initialized with SparkReporter
2024-07-04 17:29:24.733 INFO  6828 --- [main] ElementInteractionUtils : Starting Test: verifyLoginisworking
2024-07-04 17:29:24.780 INFO  6828 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (8d18f77b3a8686514055619120c69a0e)
2024-07-04 17:29:25.785 INFO  6828 --- [main] SynergyConnect : URL:https://test30.synergyapps.in
2024-07-04 17:29:26.954 INFO  6828 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (8d18f77b3a8686514055619120c69a0e)] -> id: username]
2024-07-04 17:29:27.259 INFO  6828 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (8d18f77b3a8686514055619120c69a0e)] -> id: password]
2024-07-04 17:29:45.014 INFO  6828 --- [main] ElementInteractionUtils : Clicked on element: Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Login']'
2024-07-04 17:30:01.022 INFO  6828 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (8d18f77b3a8686514055619120c69a0e)] -> xpath: //*[@id="app"]/div/div[1]/nav[1]/div[1]/div[1]/a/em]
2024-07-04 17:30:03.833 INFO  6828 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (8d18f77b3a8686514055619120c69a0e)] -> xpath: //*[@id="productworks"]]
2024-07-04 17:30:03.835 INFO  6828 --- [main] ElementInteractionUtils : Test Passed: verifyLoginisworking
2024-07-04 17:30:03.847 INFO  6828 --- [main] ElementInteractionUtils : Starting Test: pageRedirection
2024-07-04 17:30:03.853 INFO  6828 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (8d18f77b3a8686514055619120c69a0e)
2024-07-04 17:30:04.017 INFO  6828 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (8d18f77b3a8686514055619120c69a0e)] -> xpath: //span[contains(text(),'App Setup')]]
2024-07-04 17:30:04.981 INFO  6828 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (8d18f77b3a8686514055619120c69a0e)] -> xpath: //span[contains(text(),'Email Configuration')]]
2024-07-04 17:32:46.762 INFO  6828 --- [main] ElementInteractionUtils : Test Passed: pageRedirection
2024-07-04 17:32:46.765 INFO  6828 --- [main] ElementInteractionUtils : Finishing Test Suite: Login Tests
2024-07-04 17:32:47.738 INFO  6828 --- [main] ElementInteractionUtils : Test report opened in browser: C:\Users\Abhijeet\git\SynergyWorks\extentReports\2024_07_04_17_29_19_extentReport.html
2024-07-04 17:36:59.423 INFO  10456 --- [main] ElementInteractionUtils : Starting Test Suite: Login Tests
2024-07-04 17:36:59.737 INFO  10456 --- [main] ElementInteractionUtils : ExtentReport initialized with SparkReporter
2024-07-04 17:36:59.794 INFO  10456 --- [main] ElementInteractionUtils : Starting Test: verifyLoginisworking
2024-07-04 17:36:59.842 INFO  10456 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (534197fe5174e807933719b2d49cebd3)
2024-07-04 17:37:00.929 INFO  10456 --- [main] SynergyConnect : URL:https://test30.synergyapps.in
2024-07-04 17:37:02.112 INFO  10456 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (534197fe5174e807933719b2d49cebd3)] -> id: username]
2024-07-04 17:37:02.452 INFO  10456 --- [main] ElementInteractionUtils : Element is visible: [[ChromeDriver: chrome on windows (534197fe5174e807933719b2d49cebd3)] -> id: password]
2024-07-04 17:37:19.327 INFO  10456 --- [main] ElementInteractionUtils : Clicked on element: Proxy element for: DefaultElementLocator 'By.xpath: //button[text()='Login']'
2024-07-04 17:37:19.542 INFO  10456 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (534197fe5174e807933719b2d49cebd3)] -> xpath: //*[@id="app"]/div/div[1]/nav[1]/div[1]/div[1]/a/em]
2024-07-04 17:37:21.959 INFO  10456 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (534197fe5174e807933719b2d49cebd3)] -> xpath: //*[@id="productworks"]]
2024-07-04 17:37:21.962 INFO  10456 --- [main] ElementInteractionUtils : Test Passed: verifyLoginisworking
2024-07-04 17:37:21.973 INFO  10456 --- [main] ElementInteractionUtils : Starting Test: pageRedirection
2024-07-04 17:37:21.981 INFO  10456 --- [main] ElementInteractionUtils : WebDriver initialized in ElementInteractionUtils: ChromeDriver: chrome on windows (534197fe5174e807933719b2d49cebd3)
2024-07-04 17:37:22.257 INFO  10456 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (534197fe5174e807933719b2d49cebd3)] -> xpath: //span[contains(text(),'App Setup')]]
2024-07-04 17:37:23.104 INFO  10456 --- [main] ElementInteractionUtils : Clicked on element: [[ChromeDriver: chrome on windows (534197fe5174e807933719b2d49cebd3)] -> xpath: //span[contains(text(),'Email Configuration')]]
2024-07-04 17:37:28.227 INFO  10456 --- [main] ElementInteractionUtils : Test Passed: pageRedirection
2024-07-04 17:37:28.231 INFO  10456 --- [main] ElementInteractionUtils : Finishing Test Suite: Login Tests
2024-07-04 17:37:29.810 INFO  10456 --- [main] ElementInteractionUtils : Test report opened in browser: C:\Users\Abhijeet\git\SynergyWorks\extentReports\2024_07_04_17_36_54_extentReport.html
2024-07-04 17:39:42.458 INFO  1700 --- [main] ElementInteractionUtils : Starting Test Suite: Login Tests
2024-07-04 17:39:42.837 INFO  1700 --- [main] ElementInteractionUtils : ExtentReport initialized with SparkReporter
